시군구,번지,본번,부번,아파트명,전용면적(㎡),계약년월,계약일,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지,"k-단지분류(아파트,주상복합등등)",k-전화번호,k-팩스번호,단지소개기존clob,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,target
서울특별시 강남구 개포동,658-1,658.0,1.0,개포6차우성,79.97,201808,22,4,1987,언주로 3,, ,-,-,아파트,025776611,025776673,,분양,자치관리,계단식,개별난방,8.0,270.0,우성건설,모름,1987-11-21 00:00:00.0,22637.0,20204.0,22637.0,20.0,250.0,0.0,,,2022-11-09 20:10:43.0,2023-09-23 17:21:41.0,,직영,단일계약,직영,4858.0,262.0,임의,2022-11-17 13:00:29.0,Y,N,127.05721,37.476763,2022-11-17 10:19:06.0,160000
서울특별시 강남구 개포동,658-1,658.0,1.0,개포6차우성,79.97,201809,28,5,1987,언주로 3,, ,-,-,아파트,025776611,025776673,,분양,자치관리,계단식,개별난방,8.0,270.0,우성건설,모름,1987-11-21 00:00:00.0,22637.0,20204.0,22637.0,20.0,250.0,0.0,,,2022-11-09 20:10:43.0,2023-09-23 17:21:41.0,,직영,단일계약,직영,4858.0,262.0,임의,2022-11-17 13:00:29.0,Y,N,127.05721,37.476763,2022-11-17 10:19:06.0,160000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,133.46,201710,13,1,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,152000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201711,11,8,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,182000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201711,27,8,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,170000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201712,13,6,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,185000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,133.46,201712,16,10,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,175000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201801,10,12,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,210000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201802,3,14,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,225000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,104.43,201807,14,11,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,160000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,133.46,201807,20,5,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,160000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201807,30,5,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,234000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,104.43,201808,16,10,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,170000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,104.43,201808,16,12,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,165000
서울특별시 강남구 개포동,652,652.0,0.0,개포우성3차,161.0,201808,21,15,1984,개포로 307,, ,-,-,아파트,025749116,025749094,2888.0,분양,자치관리,혼합식,지역난방,5.0,405.0,우성건설,우성건설,1984-12-31 00:00:00.0,63304.0,53437.0,61064.0,0.0,0.0,285.0,,,,2023-09-23 17:15:43.0,21380015910,직영,단일계약,위탁,61064.24,419.0,의무,1984-12-22 00:00:00.0,Y,N,127.0559898,37.4838941,2013-03-07 09:46:28.0,240000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,153.8,201710,13,19,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,146000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,170.32,201710,25,2,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,144500
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201711,6,4,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,152000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,153.8,201711,7,1,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,142000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,170.32,201801,2,16,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,162000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201801,19,3,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,153500
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,170.32,201801,25,15,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,175000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201803,19,18,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,158000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,168.42,201804,14,5,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,171000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201806,6,8,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,162000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201808,10,8,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,175000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,153.8,201808,20,12,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,200000
서울특별시 강남구 개포동,12-2,12.0,2.0,개포자이,134.3,201808,31,21,2004,개포로109길 69,, ,-,-,아파트,024454721,024454722,,분양,자치관리,계단식,지역난방,4.0,212.0,박연정,LG건설,2004-06-17 00:00:00.0,60359.0,32275.0,38614.0,0.0,0.0,84.0,,test,,2023-09-23 17:17:38.0,90800689891,위탁,종합계약,위탁,0.0,502.0,의무,2013-06-23 14:26:42.0,Y,N,127.0766243,37.4962963,2013-03-07 09:46:23.0,179000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,41.98,201710,10,2,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,122000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.64,201710,11,2,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,130000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.38,201710,11,1,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,137000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,41.98,201710,12,5,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,122500
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.38,201710,16,1,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,145400
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,41.98,201710,16,3,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,123000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,49.56,201710,17,2,1982,선릉로 7,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,140000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.64,201710,20,1,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,136000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.38,201710,21,5,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,135000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.64,201710,23,1,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,136000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,42.55,201710,25,5,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,120000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,50.64,201710,28,4,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,135000
서울특별시 강남구 개포동,141,141.0,0.0,개포주공1단지,42.55,201710,31,5,1982,개포로 310,, ,-,-,아파트,02-575-5024,02-572-3212,,분양,자치관리,계단식,개별난방,124.0,5040.0,대한주택공사,대한주택공사,1982-06-04 00:00:00.0,240629.0,242461.0,240629.0,4975.0,65.0,0.0,,gaepo001@naver.com,,2020-02-17 06:10:24.0,21380014370,직영,단일계약,직영,0.0,2.0,기타,2013-06-23 14:21:02.0,Y,N,127.0585214,37.4800022,2013-03-07 09:46:19.0,125000
