계약일자,계약년월,계약년도,계약월,자치구,법정동,강남3구여부,전용면적,층,홈페이지유무,사용허가여부,연식,브랜드등급,아파트이름길이,지하철최단거리,반경_1km_지하철역_수,반경_500m_지하철역_수,반경_300m_지하철역_수,버스최단거리,반경_1km_버스정류장_수,반경_500m_버스정류장_수,반경_300m_버스정류장_수,총인구수,성비(남/여),loanrate_1m,loanrate_3m,loanrate_6m,loanrate_12m,target,isTest
2017-10-10,201710,2017,10,강남구,개포동,1,41.98,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,122000.0,0
2017-10-11,201710,2017,10,강남구,개포동,1,50.64,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,130000.0,0
2017-10-11,201710,2017,10,강남구,개포동,1,50.38,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,137000.0,0
2017-10-12,201710,2017,10,강남구,개포동,1,41.98,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,122500.0,0
2017-10-16,201710,2017,10,강남구,개포동,1,50.38,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,145400.0,0
2017-10-16,201710,2017,10,강남구,개포동,1,41.98,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,123000.0,0
2017-10-17,201710,2017,10,강남구,개포동,1,49.56,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,140000.0,0
2017-10-20,201710,2017,10,강남구,개포동,1,50.64,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,136000.0,0
2017-10-21,201710,2017,10,강남구,개포동,1,50.38,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,135000.0,0
2017-10-23,201710,2017,10,강남구,개포동,1,50.64,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,136000.0,0
2017-10-25,201710,2017,10,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,120000.0,0
2017-10-28,201710,2017,10,강남구,개포동,1,50.64,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,135000.0,0
2017-10-31,201710,2017,10,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.24,3.27,3.25,3.18,125000.0,0
2017-11-01,201711,2017,11,강남구,개포동,1,41.98,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,119000.0,0
2017-11-02,201711,2017,11,강남구,개포동,1,50.64,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,137000.0,0
2017-11-03,201711,2017,11,강남구,개포동,1,50.38,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,136000.0,0
2017-11-06,201711,2017,11,강남구,개포동,1,42.55,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,110000.0,0
2017-11-08,201711,2017,11,강남구,개포동,1,58.08,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,154000.0,0
2017-11-08,201711,2017,11,강남구,개포동,1,50.38,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,137000.0,0
2017-11-09,201711,2017,11,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,126900.0,0
2017-11-11,201711,2017,11,강남구,개포동,1,50.38,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,140000.0,0
2017-11-11,201711,2017,11,강남구,개포동,1,50.38,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,140000.0,0
2017-11-13,201711,2017,11,강남구,개포동,1,41.98,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,129000.0,0
2017-11-16,201711,2017,11,강남구,개포동,1,56.57,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,156500.0,0
2017-11-17,201711,2017,11,강남구,개포동,1,41.98,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,127000.0,0
2017-11-17,201711,2017,11,강남구,개포동,1,58.08,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,160000.0,0
2017-11-17,201711,2017,11,강남구,개포동,1,58.08,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,158000.0,0
2017-11-17,201711,2017,11,강남구,개포동,1,42.55,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,117000.0,0
2017-11-18,201711,2017,11,강남구,개포동,1,35.87,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,130000.0,0
2017-11-23,201711,2017,11,강남구,개포동,1,58.08,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,160000.0,0
2017-11-23,201711,2017,11,강남구,개포동,1,42.55,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,127000.0,0
2017-11-24,201711,2017,11,강남구,개포동,1,35.64,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,114000.0,0
2017-11-28,201711,2017,11,강남구,개포동,1,58.08,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,151000.0,0
2017-11-30,201711,2017,11,강남구,개포동,1,61.57,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,176000.0,0
2017-11-30,201711,2017,11,강남구,개포동,1,42.55,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.33,3.28,3.27,3.21,128500.0,0
2017-12-01,201712,2017,12,강남구,개포동,1,42.55,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,128500.0,0
2017-12-06,201712,2017,12,강남구,개포동,1,50.64,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,142000.0,0
2017-12-06,201712,2017,12,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,129000.0,0
2017-12-06,201712,2017,12,강남구,개포동,1,50.64,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,145500.0,0
2017-12-07,201712,2017,12,강남구,개포동,1,45.26,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,129000.0,0
2017-12-08,201712,2017,12,강남구,개포동,1,58.08,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,151000.0,0
2017-12-08,201712,2017,12,강남구,개포동,1,50.64,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,144000.0,0
2017-12-09,201712,2017,12,강남구,개포동,1,56.57,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,158000.0,0
2017-12-09,201712,2017,12,강남구,개포동,1,49.56,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,146500.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,50.64,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,143800.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,49.56,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,155000.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,135000.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,56.57,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,58.08,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2017-12-11,201712,2017,12,강남구,개포동,1,42.55,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,118000.0,0
2017-12-12,201712,2017,12,강남구,개포동,1,35.87,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,123000.0,0
2017-12-12,201712,2017,12,강남구,개포동,1,50.64,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,143800.0,0
2017-12-13,201712,2017,12,강남구,개포동,1,56.57,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,41.98,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,130000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,56.57,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,35.87,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,115000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,35.64,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,112000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,41.98,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,118000.0,0
2017-12-14,201712,2017,12,강남구,개포동,1,42.55,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,120000.0,0
2017-12-18,201712,2017,12,강남구,개포동,1,58.08,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2017-12-18,201712,2017,12,강남구,개포동,1,35.64,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,115000.0,0
2017-12-19,201712,2017,12,강남구,개포동,1,58.08,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,154000.0,0
2017-12-19,201712,2017,12,강남구,개포동,1,35.64,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,113000.0,0
2017-12-19,201712,2017,12,강남구,개포동,1,50.64,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,144000.0,0
2017-12-20,201712,2017,12,강남구,개포동,1,58.08,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,161000.0,0
2017-12-21,201712,2017,12,강남구,개포동,1,58.08,2,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,152000.0,0
2017-12-23,201712,2017,12,강남구,개포동,1,53.63,5,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,163000.0,0
2017-12-24,201712,2017,12,강남구,개포동,1,35.64,3,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,117000.0,0
2017-12-26,201712,2017,12,강남구,개포동,1,35.87,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,130000.0,0
2017-12-29,201712,2017,12,강남구,개포동,1,58.08,1,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,170000.0,0
2017-12-29,201712,2017,12,강남구,개포동,1,50.64,4,0,1,35,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,556164,0.9196,3.39,3.32,3.29,3.24,160000.0,0
2018-01-02,201801,2018,1,강남구,개포동,1,50.38,4,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,163000.0,0
2018-01-05,201801,2018,1,강남구,개포동,1,50.64,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,160000.0,0
2018-01-05,201801,2018,1,강남구,개포동,1,58.08,3,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,176000.0,0
2018-01-06,201801,2018,1,강남구,개포동,1,58.08,1,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,170000.0,0
2018-01-08,201801,2018,1,강남구,개포동,1,50.64,3,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,165000.0,0
2018-01-12,201801,2018,1,강남구,개포동,1,35.87,4,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,140000.0,0
2018-01-13,201801,2018,1,강남구,개포동,1,50.64,3,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,164000.0,0
2018-01-16,201801,2018,1,강남구,개포동,1,58.08,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,179000.0,0
2018-01-16,201801,2018,1,강남구,개포동,1,50.38,1,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,165000.0,0
2018-01-17,201801,2018,1,강남구,개포동,1,35.87,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,135000.0,0
2018-01-18,201801,2018,1,강남구,개포동,1,56.57,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,179000.0,0
2018-01-18,201801,2018,1,강남구,개포동,1,58.08,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,181000.0,0
2018-01-18,201801,2018,1,강남구,개포동,1,50.38,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,164500.0,0
2018-01-18,201801,2018,1,강남구,개포동,1,50.38,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,173000.0,0
2018-01-19,201801,2018,1,강남구,개포동,1,42.55,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,153000.0,0
2018-01-19,201801,2018,1,강남구,개포동,1,58.08,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,182000.0,0
2018-01-20,201801,2018,1,강남구,개포동,1,50.38,1,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,165000.0,0
2018-01-22,201801,2018,1,강남구,개포동,1,35.64,2,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,140000.0,0
2018-01-22,201801,2018,1,강남구,개포동,1,42.55,1,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,150000.0,0
2018-01-24,201801,2018,1,강남구,개포동,1,49.56,1,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,172000.0,0
2018-01-24,201801,2018,1,강남구,개포동,1,41.98,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,150000.0,0
2018-01-27,201801,2018,1,강남구,개포동,1,58.08,5,0,1,36,기타,7,0.7604125800485314,1,0,0,0.2349346652094145,56,25,2,542364,0.9182,3.42,3.38,3.32,3.27,186000.0,0
